x,y
120,1.161825726
121.0666667,1.319502075
118.6666667,1.468879668
119.4666667,1.394190871
115.7333333,1.56846473
116.5333333,1.510373444
120.8,1.742738589
118.9333333,1.77593361
108,1.767634855
129.8666667,1.701244813
124.8,1.228215768
124,1.170124481
125.6,1.128630705
126.6666667,1.128630705
128.8,1.219917012
130.9333333,1.128630705
135.2,1.319502075
129.6,1.385892116
128.8,1.468879668
122.4,1.468879668
126.1333333,1.460580913
142.9333333,1.211618257
141.8666667,1.286307054
140.5333333,1.186721992
144.8,1.153526971
147.2,1.070539419
150.9333333,0.987551867
148.8,0.979253112
147.4666667,0.954356846
146.9333333,0.937759336
144.8,0.89626556
143.4666667,0.89626556
146.1333333,0.838174274
143.2,0.821576763
141.6,0.838174274
137.8666667,1.037344398
135.2,0.871369295
157.8666667,0.680497925
152.8,0.663900415
150.4,0.647302905
154.9333333,0.564315353
160.8,0.43153527
151.7333333,0.365145228
158.9333333,0.215767635
162.6666667,0.20746888
165.0666667,0.20746888
166.4,0.257261411
172,0.365145228
174.1333333,0.340248963
168,0.116182573
160,0.074688797
36.8,0.721991701
38.13333333,0.763485477
47.2,0.473029046
